price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3640000.00,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3640000.00,3000,2,1,2,yes,no,no,no,yes,0,no,furnished
3640000.00,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
3640000.00,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
3640000.00,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
3640000.00,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
3640000.00,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
3633000.00,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
3605000.00,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3605000.00,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
3570000.00,3150,3,1,2,yes,no,yes,no,no,0,no,furnished
3570000.00,4500,4,2,2,yes,no,yes,no,no,2,no,furnished
3570000.00,4500,2,1,1,no,no,no,no,no,0,no,furnished
3570000.00,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
3535000.00,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
3500000.00,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
3500000.00,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
3500000.00,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3500000.00,2135,3,2,2,no,no,no,no,no,0,no,unfurnished
3500000.00,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3500000.00,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
3500000.00,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
3500000.00,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
3500000.00,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000.00,5900,2,1,1,yes,no,no,no,no,1,no,furnished
3500000.00,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
3500000.00,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000.00,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3500000.00,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
3500000.00,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
3500000.00,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
3493000.00,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
3465000.00,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
3465000.00,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3465000.00,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000.00,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
3430000.00,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
3430000.00,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
3430000.00,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000.00,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
3430000.00,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
3423000.00,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3395000.00,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
3395000.00,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
3395000.00,3640,2,1,1,yes,no,no,no,no,0,no,furnished
3360000.00,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
3360000.00,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
3360000.00,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
3360000.00,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
3360000.00,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
3360000.00,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
3360000.00,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3360000.00,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
3353000.00,2700,3,1,1,no,no,no,no,no,0,no,furnished
3332000.00,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3325000.00,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
3325000.00,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
3290000.00,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
3290000.00,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
3290000.00,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
3290000.00,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
3290000.00,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3290000.00,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3290000.00,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3290000.00,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
3255000.00,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
3255000.00,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
3234000.00,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
3220000.00,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
3220000.00,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
3220000.00,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
3220000.00,3120,3,1,2,no,no,no,no,no,0,no,furnished
3150000.00,3450,1,1,1,yes,no,no,no,no,0,no,furnished
3150000.00,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
3150000.00,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
3150000.00,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
3150000.00,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
3150000.00,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3150000.00,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3150000.00,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3150000.00,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
3143000.00,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
3129000.00,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
3118850.00,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
3115000.00,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
3115000.00,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
3087000.00,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
3080000.00,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
3080000.00,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3080000.00,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
3080000.00,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
3045000.00,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
3010000.00,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3010000.00,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3010000.00,4600,2,1,1,yes,no,no,no,no,0,no,furnished
3010000.00,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
3010000.00,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
3010000.00,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
3003000.00,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
2975000.00,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
2961000.00,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2940000.00,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2940000.00,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
2940000.00,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
2940000.00,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
2940000.00,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
2940000.00,2700,2,1,1,no,no,no,no,no,0,no,furnished
2940000.00,3150,3,1,2,no,no,no,no,no,0,no,unfurnished
2940000.00,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
2870000.00,3040,2,1,1,no,no,no,no,no,0,no,unfurnished
2870000.00,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
2870000.00,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2870000.00,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
2852500.00,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
2835000.00,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
2835000.00,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
2835000.00,2640,2,1,1,no,no,no,no,no,1,no,furnished
2800000.00,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2800000.00,3960,3,1,1,yes,no,no,no,no,0,no,furnished
2730000.00,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
2730000.00,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
2695000.00,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000.00,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000.00,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2660000.00,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
2660000.00,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
2660000.00,2430,3,1,1,no,no,no,no,no,0,no,unfurnished
2660000.00,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
2660000.00,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
2653000.00,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
2653000.00,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
2604000.00,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
2590000.00,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000.00,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000.00,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
2520000.00,2880,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000.00,3180,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000.00,3000,2,1,2,yes,no,no,no,no,0,no,furnished
2485000.00,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2485000.00,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished
2450000.00,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2450000.00,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
2450000.00,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished
2450000.00,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
2450000.00,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
2450000.00,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
2408000.00,3635,2,1,1,no,no,no,no,no,0,no,unfurnished
2380000.00,2475,3,1,2,yes,no,no,no,no,0,no,furnished
2380000.00,2787,4,2,2,yes,no,no,no,no,0,no,furnished
2380000.00,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
2345000.00,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
2310000.00,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
2275000.00,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
2275000.00,3970,1,1,1,no,no,no,no,no,0,no,unfurnished
2275000.00,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2240000.00,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished
2233000.00,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
2135000.00,3000,2,1,1,no,no,no,no,no,0,no,unfurnished
2100000.00,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2100000.00,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished
2100000.00,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
1960000.00,3420,5,1,2,no,no,no,no,no,0,no,unfurnished
1890000.00,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished
1890000.00,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
1855000.00,2990,2,1,1,no,no,no,no,no,1,no,unfurnished
1820000.00,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished
1767150.00,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
1750000.00,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
1750000.00,2910,3,1,1,no,no,no,no,no,0,no,furnished
,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
